[2022-03-21 08:49:08,119][INFO] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 26 2021, 20:14:08) [GCC 9.3.0]
JAX           0.3.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.3.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.4.0 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.1 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2022-03-21 08:49:08,119][INFO] Command line arguments:
Namespace(batch_size=128, config_file='./configs/TIN200_VGG16-BN-ReLU.yaml', keep_every_n_checkpoints=None, learning_rate=0.1, num_epochs=100, num_warmup_epochs=5, opts=[], output_dir='./outputs/TIN200_VGG16-BN-ReLU/SGD/e100_b128_lr1e-1_wd5e-4/s42/', seed=42, weight_decay=0.0005)

[2022-03-21 08:49:08,119][INFO] Using a random seed 42

[2022-03-21 08:49:08,147][INFO] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
[2022-03-21 08:49:08,147][INFO] Unable to initialize backend 'gpu': NOT_FOUND: Could not find registered platform with name: "cuda". Available platform names are: Host TPU Interpreter
[2022-03-21 08:49:17,900][INFO] Found no checkpoint files in outputs/TIN200_VGG16-BN-ReLU/SGD/e100_b128_lr1e-1_wd5e-4/s42
[2022-03-21 08:49:49,014][INFO] [Epoch   1/100] trn/acc1 7.13e-02, trn/loss 7.92e+00, trn/loss_ce 4.71e+00, trn/loss_wd 6.42e+03, trn/lr 9.99e-03
[2022-03-21 08:49:55,086][INFO] [Epoch   1/100] Validation: val/acc1 0.1071, val/loss_ce 4.2752
[2022-03-21 08:50:13,397][INFO] [Epoch   2/100] trn/acc1 1.79e-01, trn/loss 6.60e+00, trn/loss_ce 3.74e+00, trn/loss_wd 5.72e+03, trn/lr 3.00e-02
[2022-03-21 08:50:31,281][INFO] [Epoch   3/100] trn/acc1 2.53e-01, trn/loss 5.60e+00, trn/loss_ce 3.27e+00, trn/loss_wd 4.66e+03, trn/lr 5.00e-02
[2022-03-21 08:50:49,177][INFO] [Epoch   4/100] trn/acc1 3.02e-01, trn/loss 4.82e+00, trn/loss_ce 3.00e+00, trn/loss_wd 3.64e+03, trn/lr 7.00e-02
[2022-03-21 08:51:07,084][INFO] [Epoch   5/100] trn/acc1 3.28e-01, trn/loss 4.30e+00, trn/loss_ce 2.86e+00, trn/loss_wd 2.89e+03, trn/lr 9.00e-02
[2022-03-21 08:51:24,966][INFO] [Epoch   6/100] trn/acc1 3.48e-01, trn/loss 4.00e+00, trn/loss_ce 2.75e+00, trn/loss_wd 2.50e+03, trn/lr 1.00e-01
[2022-03-21 08:51:42,843][INFO] [Epoch   7/100] trn/acc1 3.68e-01, trn/loss 3.83e+00, trn/loss_ce 2.65e+00, trn/loss_wd 2.36e+03, trn/lr 9.99e-02
[2022-03-21 08:52:00,726][INFO] [Epoch   8/100] trn/acc1 3.81e-01, trn/loss 3.75e+00, trn/loss_ce 2.58e+00, trn/loss_wd 2.35e+03, trn/lr 9.98e-02
[2022-03-21 08:52:18,723][INFO] [Epoch   9/100] trn/acc1 3.97e-01, trn/loss 3.72e+00, trn/loss_ce 2.51e+00, trn/loss_wd 2.41e+03, trn/lr 9.97e-02
[2022-03-21 08:52:36,628][INFO] [Epoch  10/100] trn/acc1 4.06e-01, trn/loss 3.70e+00, trn/loss_ce 2.47e+00, trn/loss_wd 2.47e+03, trn/lr 9.94e-02
[2022-03-21 08:52:37,028][INFO] [Epoch  10/100] Validation: val/acc1 0.3558, val/loss_ce 2.7465
[2022-03-21 08:52:57,103][INFO] [Epoch  11/100] trn/acc1 4.11e-01, trn/loss 3.70e+00, trn/loss_ce 2.43e+00, trn/loss_wd 2.55e+03, trn/lr 9.92e-02
[2022-03-21 08:53:15,024][INFO] [Epoch  12/100] trn/acc1 4.23e-01, trn/loss 3.70e+00, trn/loss_ce 2.39e+00, trn/loss_wd 2.63e+03, trn/lr 9.88e-02
[2022-03-21 08:53:32,933][INFO] [Epoch  13/100] trn/acc1 4.30e-01, trn/loss 3.70e+00, trn/loss_ce 2.35e+00, trn/loss_wd 2.70e+03, trn/lr 9.85e-02
[2022-03-21 08:53:50,812][INFO] [Epoch  14/100] trn/acc1 4.35e-01, trn/loss 3.71e+00, trn/loss_ce 2.33e+00, trn/loss_wd 2.76e+03, trn/lr 9.80e-02
[2022-03-21 08:54:08,712][INFO] [Epoch  15/100] trn/acc1 4.40e-01, trn/loss 3.71e+00, trn/loss_ce 2.30e+00, trn/loss_wd 2.82e+03, trn/lr 9.76e-02
