[2022-02-24 13:05:49,055][INFO] Environments:
------------  -------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 26 2021, 20:14:08) [GCC 9.3.0]
JAX           0.2.28 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.1.76 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.4.0 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.1 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  -------------------------------------------------------------

[2022-02-24 13:05:49,055][INFO] Command line arguments:
Namespace(batch_size=128, config_file='./configs/TIN200_R101-BN-ReLU_SGD.yaml', keep_every_n_checkpoints=None, learning_rate=0.1, num_epochs=100, num_warmup_epochs=5, opts=[], output_dir='./outputs/TIN200_R101-BN-ReLU/SGD/s42_e100_wd5e-4/', seed=42, weight_decay=0.0005)

[2022-02-24 13:05:49,055][INFO] Using a random seed 42

[2022-02-24 13:05:49,081][INFO] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
[2022-02-24 13:05:49,082][INFO] Unable to initialize backend 'gpu': NOT_FOUND: Could not find registered platform with name: "cuda". Available platform names are: TPU Host Interpreter
[2022-02-24 13:06:43,591][INFO] Found no checkpoint files in outputs/TIN200_R101-BN-ReLU/SGD/s42_e100_wd5e-4
[2022-02-24 13:08:34,230][INFO] [Epoch   1/100] trn/acc1 2.49e-02, trn/loss 4.39e+01, trn/loss_ce 5.14e+00, trn/loss_wd 7.75e+04, trn/lr 9.99e-03
[2022-02-24 13:08:45,627][INFO] [Epoch   1/100] Validation: val/acc1 0.0558, val/loss_ce 5.0458
[2022-02-24 13:09:41,722][INFO] [Epoch   2/100] trn/acc1 9.14e-02, trn/loss 3.81e+01, trn/loss_ce 4.32e+00, trn/loss_wd 6.75e+04, trn/lr 3.00e-02
[2022-02-24 13:10:35,698][INFO] [Epoch   3/100] trn/acc1 1.62e-01, trn/loss 2.95e+01, trn/loss_ce 3.78e+00, trn/loss_wd 5.14e+04, trn/lr 5.00e-02
[2022-02-24 13:11:29,636][INFO] [Epoch   4/100] trn/acc1 2.26e-01, trn/loss 2.05e+01, trn/loss_ce 3.40e+00, trn/loss_wd 3.43e+04, trn/lr 7.00e-02
[2022-02-24 13:12:23,597][INFO] [Epoch   5/100] trn/acc1 2.74e-01, trn/loss 1.33e+01, trn/loss_ce 3.14e+00, trn/loss_wd 2.03e+04, trn/lr 9.00e-02
[2022-02-24 13:13:17,534][INFO] [Epoch   6/100] trn/acc1 3.12e-01, trn/loss 8.51e+00, trn/loss_ce 2.95e+00, trn/loss_wd 1.11e+04, trn/lr 1.00e-01
[2022-02-24 13:14:11,510][INFO] [Epoch   7/100] trn/acc1 3.44e-01, trn/loss 5.98e+00, trn/loss_ce 2.77e+00, trn/loss_wd 6.41e+03, trn/lr 9.99e-02
[2022-02-24 13:15:05,495][INFO] [Epoch   8/100] trn/acc1 3.68e-01, trn/loss 4.73e+00, trn/loss_ce 2.66e+00, trn/loss_wd 4.15e+03, trn/lr 9.98e-02
[2022-02-24 13:15:59,466][INFO] [Epoch   9/100] trn/acc1 3.85e-01, trn/loss 4.12e+00, trn/loss_ce 2.57e+00, trn/loss_wd 3.10e+03, trn/lr 9.97e-02
[2022-02-24 13:16:53,421][INFO] [Epoch  10/100] trn/acc1 4.01e-01, trn/loss 3.82e+00, trn/loss_ce 2.51e+00, trn/loss_wd 2.63e+03, trn/lr 9.94e-02
[2022-02-24 13:16:54,589][INFO] [Epoch  10/100] Validation: val/acc1 0.3542, val/loss_ce 2.8343
[2022-02-24 13:17:55,560][INFO] [Epoch  11/100] trn/acc1 4.10e-01, trn/loss 3.68e+00, trn/loss_ce 2.46e+00, trn/loss_wd 2.44e+03, trn/lr 9.92e-02
[2022-02-24 13:18:49,492][INFO] [Epoch  12/100] trn/acc1 4.22e-01, trn/loss 3.58e+00, trn/loss_ce 2.40e+00, trn/loss_wd 2.37e+03, trn/lr 9.88e-02
[2022-02-24 13:19:43,414][INFO] [Epoch  13/100] trn/acc1 4.34e-01, trn/loss 3.52e+00, trn/loss_ce 2.35e+00, trn/loss_wd 2.36e+03, trn/lr 9.85e-02
[2022-02-24 13:20:37,387][INFO] [Epoch  14/100] trn/acc1 4.42e-01, trn/loss 3.49e+00, trn/loss_ce 2.31e+00, trn/loss_wd 2.37e+03, trn/lr 9.80e-02
[2022-02-24 13:21:31,318][INFO] [Epoch  15/100] trn/acc1 4.47e-01, trn/loss 3.48e+00, trn/loss_ce 2.28e+00, trn/loss_wd 2.40e+03, trn/lr 9.76e-02
