[2022-02-05 02:44:28,614][INFO] Environments:
------------  ---------------------------------------------------------------------------
sys.platform  linux
Python        3.7.11 (default, Nov 23 2021, 05:29:02) [GCC 7.5.0]
JAX           0.2.27 @/mnt/data1/giung/venvs/jax0.2.27/lib/python3.7/site-packages/jax
jaxlib        0.1.75 @/mnt/data1/giung/venvs/jax0.2.27/lib/python3.7/site-packages/jaxlib
Flax          0.4.0 @/mnt/data1/giung/venvs/jax0.2.27/lib/python3.7/site-packages/flax
Optax         0.1.0 @/mnt/data1/giung/venvs/jax0.2.27/lib/python3.7/site-packages/optax
------------  ---------------------------------------------------------------------------

[2022-02-05 02:44:28,615][INFO] Command line arguments:
Namespace(batch_size=128, config_file='./configs/C100_R32-BN-ReLU_SGD.yaml', keep_every_n_checkpoints=None, learning_rate=0.1, num_epochs=200, num_warmup_epochs=5, opts=[], output_dir='./outputs/C100_R32-BN-ReLU/SGD/s42_e200_wd5e-4/', seed=42, weight_decay=0.0005)

[2022-02-05 02:44:28,615][INFO] Using a random seed 42

[2022-02-05 02:44:28,652][INFO] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
[2022-02-05 02:44:28,988][INFO] Unable to initialize backend 'tpu': INVALID_ARGUMENT: TpuPlatform is not available.
[2022-02-05 02:44:38,069][INFO] Found no checkpoint files in outputs/C100_R32-BN-ReLU/SGD/s42_e200_wd5e-4
[2022-02-05 02:44:58,227][INFO] [Epoch   1/200] trn/acc1 5.27e-02, trn/loss 5.38e+00, trn/loss_ce 4.49e+00, trn/loss_wd 1.78e+03, trn/lr 9.97e-03
[2022-02-05 02:45:00,875][INFO] [Epoch   1/200] Validation: val/acc1 0.0932, val/loss_ce 3.9322
[2022-02-05 02:45:04,752][INFO] [Epoch   2/200] trn/acc1 1.46e-01, trn/loss 4.43e+00, trn/loss_ce 3.59e+00, trn/loss_wd 1.69e+03, trn/lr 3.00e-02
[2022-02-05 02:45:08,311][INFO] [Epoch   3/200] trn/acc1 2.25e-01, trn/loss 3.89e+00, trn/loss_ce 3.11e+00, trn/loss_wd 1.55e+03, trn/lr 5.00e-02
[2022-02-05 02:45:11,898][INFO] [Epoch   4/200] trn/acc1 2.87e-01, trn/loss 3.48e+00, trn/loss_ce 2.77e+00, trn/loss_wd 1.42e+03, trn/lr 7.00e-02
[2022-02-05 02:45:15,454][INFO] [Epoch   5/200] trn/acc1 3.36e-01, trn/loss 3.18e+00, trn/loss_ce 2.53e+00, trn/loss_wd 1.32e+03, trn/lr 9.00e-02
[2022-02-05 02:45:19,022][INFO] [Epoch   6/200] trn/acc1 3.81e-01, trn/loss 2.96e+00, trn/loss_ce 2.33e+00, trn/loss_wd 1.25e+03, trn/lr 1.00e-01
[2022-02-05 02:45:22,619][INFO] [Epoch   7/200] trn/acc1 4.16e-01, trn/loss 2.77e+00, trn/loss_ce 2.16e+00, trn/loss_wd 1.22e+03, trn/lr 1.00e-01
[2022-02-05 02:45:26,206][INFO] [Epoch   8/200] trn/acc1 4.40e-01, trn/loss 2.66e+00, trn/loss_ce 2.06e+00, trn/loss_wd 1.20e+03, trn/lr 1.00e-01
[2022-02-05 02:45:29,768][INFO] [Epoch   9/200] trn/acc1 4.60e-01, trn/loss 2.57e+00, trn/loss_ce 1.97e+00, trn/loss_wd 1.21e+03, trn/lr 9.99e-02
[2022-02-05 02:45:33,346][INFO] [Epoch  10/200] trn/acc1 4.78e-01, trn/loss 2.51e+00, trn/loss_ce 1.90e+00, trn/loss_wd 1.22e+03, trn/lr 9.99e-02
[2022-02-05 02:45:36,893][INFO] [Epoch  11/200] trn/acc1 4.86e-01, trn/loss 2.47e+00, trn/loss_ce 1.85e+00, trn/loss_wd 1.24e+03, trn/lr 9.98e-02
[2022-02-05 02:45:40,463][INFO] [Epoch  12/200] trn/acc1 5.03e-01, trn/loss 2.42e+00, trn/loss_ce 1.79e+00, trn/loss_wd 1.25e+03, trn/lr 9.97e-02
[2022-02-05 02:45:44,015][INFO] [Epoch  13/200] trn/acc1 5.09e-01, trn/loss 2.39e+00, trn/loss_ce 1.76e+00, trn/loss_wd 1.27e+03, trn/lr 9.96e-02
[2022-02-05 02:45:47,567][INFO] [Epoch  14/200] trn/acc1 5.21e-01, trn/loss 2.37e+00, trn/loss_ce 1.73e+00, trn/loss_wd 1.29e+03, trn/lr 9.95e-02
[2022-02-05 02:45:51,123][INFO] [Epoch  15/200] trn/acc1 5.28e-01, trn/loss 2.35e+00, trn/loss_ce 1.69e+00, trn/loss_wd 1.31e+03, trn/lr 9.94e-02
[2022-02-05 02:45:54,678][INFO] [Epoch  16/200] trn/acc1 5.31e-01, trn/loss 2.34e+00, trn/loss_ce 1.67e+00, trn/loss_wd 1.33e+03, trn/lr 9.93e-02
[2022-02-05 02:45:58,235][INFO] [Epoch  17/200] trn/acc1 5.34e-01, trn/loss 2.32e+00, trn/loss_ce 1.65e+00, trn/loss_wd 1.35e+03, trn/lr 9.91e-02
[2022-02-05 02:46:01,785][INFO] [Epoch  18/200] trn/acc1 5.44e-01, trn/loss 2.30e+00, trn/loss_ce 1.62e+00, trn/loss_wd 1.36e+03, trn/lr 9.90e-02
[2022-02-05 02:46:05,344][INFO] [Epoch  19/200] trn/acc1 5.48e-01, trn/loss 2.29e+00, trn/loss_ce 1.60e+00, trn/loss_wd 1.38e+03, trn/lr 9.88e-02
[2022-02-05 02:46:08,908][INFO] [Epoch  20/200] trn/acc1 5.54e-01, trn/loss 2.28e+00, trn/loss_ce 1.58e+00, trn/loss_wd 1.39e+03, trn/lr 9.86e-02
[2022-02-05 02:46:09,076][INFO] [Epoch  20/200] Validation: val/acc1 0.4104, val/loss_ce 2.4245
