[2022-02-24 16:38:29,043][INFO] Environments:
------------  -------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 26 2021, 20:14:08) [GCC 9.3.0]
JAX           0.2.28 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.1.76 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.4.0 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.1 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  -------------------------------------------------------------

[2022-02-24 16:38:29,043][INFO] Command line arguments:
Namespace(batch_size=256, config_file='./configs/ImageNet1k_R34-BN-ReLU_SGD.yaml', keep_every_n_checkpoints=None, learning_rate=0.1, num_epochs=100, num_warmup_epochs=5, opts=[], output_dir='./outputs/ImageNet1k_R34-BN-ReLU/SGD/s42_e100_b256_wd1e-4_8TPUv3', seed=42, weight_decay=0.0001)

[2022-02-24 16:38:29,044][INFO] Using a random seed 42

[2022-02-24 16:38:29,069][INFO] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
[2022-02-24 16:38:29,070][INFO] Unable to initialize backend 'gpu': NOT_FOUND: Could not find registered platform with name: "cuda". Available platform names are: Interpreter Host TPU
[2022-02-24 16:38:49,074][INFO] Load dataset info from /home/giung/tensorflow_datasets/imagenet2012/5.1.0
[2022-02-24 16:38:49,410][INFO] Found no checkpoint files in outputs/ImageNet1k_R34-BN-ReLU/SGD/s42_e100_b256_wd1e-4_8TPUv3
[2022-02-24 16:38:49,476][INFO] Constructing tf.data.Dataset imagenet2012 for split train[0:1281167], from /home/giung/tensorflow_datasets/imagenet2012/5.1.0
[2022-02-24 16:38:49,983][INFO] Constructing tf.data.Dataset imagenet2012 for split validation[0:50000], from /home/giung/tensorflow_datasets/imagenet2012/5.1.0
[2022-02-24 16:43:15,978][INFO] [Epoch   1/100] trn/acc1 4.72e-02, trn/loss 7.20e+00, trn/loss_ce 5.87e+00, trn/loss_wd 1.34e+04, trn/lr 1.00e-02
[2022-02-24 16:43:35,796][INFO] [Epoch   1/100] Validation: val/acc1 0.1220, val/loss_ce 4.6877
[2022-02-24 16:46:47,834][INFO] [Epoch   2/100] trn/acc1 1.89e-01, trn/loss 5.38e+00, trn/loss_ce 4.19e+00, trn/loss_wd 1.19e+04, trn/lr 3.00e-02
[2022-02-24 16:49:59,652][INFO] [Epoch   3/100] trn/acc1 2.80e-01, trn/loss 4.54e+00, trn/loss_ce 3.53e+00, trn/loss_wd 1.01e+04, trn/lr 5.00e-02
[2022-02-24 16:53:10,785][INFO] [Epoch   4/100] trn/acc1 3.31e-01, trn/loss 4.11e+00, trn/loss_ce 3.21e+00, trn/loss_wd 9.02e+03, trn/lr 7.00e-02
[2022-02-24 16:56:21,865][INFO] [Epoch   5/100] trn/acc1 3.56e-01, trn/loss 3.93e+00, trn/loss_ce 3.05e+00, trn/loss_wd 8.86e+03, trn/lr 9.00e-02
[2022-02-24 16:59:32,825][INFO] [Epoch   6/100] trn/acc1 3.78e-01, trn/loss 3.85e+00, trn/loss_ce 2.92e+00, trn/loss_wd 9.25e+03, trn/lr 1.00e-01
[2022-02-24 17:02:44,012][INFO] [Epoch   7/100] trn/acc1 3.96e-01, trn/loss 3.76e+00, trn/loss_ce 2.81e+00, trn/loss_wd 9.51e+03, trn/lr 9.99e-02
[2022-02-24 17:05:55,375][INFO] [Epoch   8/100] trn/acc1 4.09e-01, trn/loss 3.72e+00, trn/loss_ce 2.74e+00, trn/loss_wd 9.73e+03, trn/lr 9.98e-02
[2022-02-24 17:09:06,382][INFO] [Epoch   9/100] trn/acc1 4.18e-01, trn/loss 3.68e+00, trn/loss_ce 2.69e+00, trn/loss_wd 9.93e+03, trn/lr 9.97e-02
[2022-02-24 17:12:17,356][INFO] [Epoch  10/100] trn/acc1 4.26e-01, trn/loss 3.66e+00, trn/loss_ce 2.65e+00, trn/loss_wd 1.01e+04, trn/lr 9.94e-02
[2022-02-24 17:12:22,831][INFO] [Epoch  10/100] Validation: val/acc1 0.4800, val/loss_ce 2.2784
[2022-02-24 17:15:37,138][INFO] [Epoch  11/100] trn/acc1 4.32e-01, trn/loss 3.63e+00, trn/loss_ce 2.61e+00, trn/loss_wd 1.02e+04, trn/lr 9.92e-02
[2022-02-24 17:18:48,213][INFO] [Epoch  12/100] trn/acc1 4.37e-01, trn/loss 3.62e+00, trn/loss_ce 2.59e+00, trn/loss_wd 1.03e+04, trn/lr 9.88e-02
